Order_ID,Product,Quantity_Ordered,Price_Each,Order_Date,Purchase_Address,order_datetime,revenue
176641,"Lightning Charging Cable",1,14.95,"04/25/19 21:36","655 Sunset St, Boston, MA 02215",NULL,14.95
176642,"AA Batteries (4-pack)",1,3.84,"04/17/19 18:38","72 Elm St, Portland, OR 97035",NULL,3.84
176643,"Macbook Pro Laptop",1,1700,"04/27/19 21:32","373 Adams St, Boston, MA 02215",NULL,1700.00
176644,"USB-C Charging Cable",1,11.95,"04/23/19 02:09","962 7th St, Los Angeles, CA 90001",NULL,11.95
176645,"AAA Batteries (4-pack)",3,2.99,"04/26/19 18:38","514 Lake St, Dallas, TX 75001",NULL,8.97
176646,"Macbook Pro Laptop",1,1700,"04/22/19 07:14","657 Adams St, Portland, OR 97035",NULL,1700.00
176647,"Google Phone",1,600,"04/21/19 19:40","273 South St, Los Angeles, CA 90001",NULL,600.00
176648,"27in FHD Monitor",1,149.99,"04/24/19 01:17","732 2nd St, Portland, OR 97035",NULL,149.99
176649,"USB-C Charging Cable",1,11.95,"04-09-2019 08:49","702 11th St, San Francisco, CA 94016",NULL,11.95
176650,"Lightning Charging Cable",1,14.95,"04-12-2019 16:47","153 River St, Boston, MA 02215",NULL,14.95
176651,iPhone,1,700,"04-07-2019 13:14","997 South St, Boston, MA 02215",NULL,700.00
176652,"LG Washing Machine",1,600,"04-09-2019 20:04","502 14th St, New York City, NY 10001",NULL,600.00
176653,"AA Batteries (4-pack)",1,3.84,"04/26/19 19:20","285 Chestnut St, San Francisco, CA 94016",NULL,3.84
176654,"USB-C Charging Cable",1,11.95,"04/15/19 19:35","880 Lakeview St, Seattle, WA 98101",NULL,11.95
176655,"Apple Airpods Headphones",1,150,"04-11-2019 19:36","848 Center St, San Francisco, CA 94016",NULL,150.00
176656,"Google Phone",1,600,"04-12-2019 16:42","12 Lakeview St, New York City, NY 10001",NULL,600.00
176657,"ThinkPad Laptop",1,999.99,"04/23/19 10:16","774 Forest St, Los Angeles, CA 90001",NULL,999.99
176658,"AAA Batteries (4-pack)",2,2.99,"04/22/19 08:51","573 Pine St, San Francisco, CA 94016",NULL,5.98
176659,"20in Monitor",1,109.99,"04/29/19 14:40","804 Church St, Dallas, TX 75001",NULL,109.99
176660,"AA Batteries (4-pack)",1,3.84,"04/16/19 17:10","267 West St, Boston, MA 02215",NULL,3.84
176661,"Wired Headphones",1,11.99,"04/25/19 20:40","522 6th St, Atlanta, GA 30301",NULL,11.99
176662,"34in Ultrawide Monitor",1,379.99,"04-05-2019 12:46","678 Hickory St, Portland, OR 97035",NULL,379.99
176663,"Bose SoundSport Headphones",1,99.99,"04-05-2019 11:48","450 Johnson St, Seattle, WA 98101",NULL,99.99
176664,"AAA Batteries (4-pack)",1,2.99,"04/13/19 18:59","544 Madison St, Los Angeles, CA 90001",NULL,2.99
176665,"ThinkPad Laptop",1,999.99,"04-07-2019 14:15","927 13th St, Dallas, TX 75001",NULL,999.99
176666,"Wired Headphones",1,11.99,"04-08-2019 16:50","382 Forest St, Seattle, WA 98101",NULL,11.99
176667,"27in 4K Gaming Monitor",1,389.99,"04-11-2019 00:39","92 11th St, Los Angeles, CA 90001",NULL,389.99
176668,"AA Batteries (4-pack)",1,3.84,"04/15/19 20:46","56 2nd St, Dallas, TX 75001",NULL,3.84
176669,"27in FHD Monitor",1,149.99,"04-08-2019 12:57","506 Jackson St, Dallas, TX 75001",NULL,149.99
176670,"Apple Airpods Headphones",1,150,"04/25/19 21:23","892 Willow St, San Francisco, CA 94016",NULL,150.00
176671,"AAA Batteries (4-pack)",2,2.99,"04/23/19 16:31","738 Jefferson St, New York City, NY 10001",NULL,5.98
176672,"Lightning Charging Cable",1,14.95,"04-12-2019 11:07","778 Maple St, New York City, NY 10001",NULL,14.95
176672,"USB-C Charging Cable",1,11.95,"04-12-2019 11:07","778 Maple St, New York City, NY 10001",NULL,11.95
176673,"20in Monitor",1,109.99,"04-10-2019 08:17","952 1st St, Boston, MA 02215",NULL,109.99
176674,"AAA Batteries (4-pack)",3,2.99,"04/20/19 20:53","907 West St, Austin, TX 73301",NULL,8.97
176675,"AAA Batteries (4-pack)",1,2.99,"04-02-2019 09:02","933 Meadow St, Seattle, WA 98101",NULL,2.99
176676,"LG Dryer",1,600,"04-09-2019 00:35","788 Lincoln St, Los Angeles, CA 90001",NULL,600.00
176677,"34in Ultrawide Monitor",1,379.99,"04-01-2019 11:50","661 Washington St, Austin, TX 73301",NULL,379.99
176678,"AA Batteries (4-pack)",2,3.84,"04/19/19 22:12","345 Sunset St, San Francisco, CA 94016",NULL,7.68
176679,"Apple Airpods Headphones",1,150,"04/16/19 11:12","245 West St, Boston, MA 02215",NULL,150.00
176680,"USB-C Charging Cable",1,11.95,"04/13/19 11:28","368 Main St, Los Angeles, CA 90001",NULL,11.95
176681,"Apple Airpods Headphones",1,150,"04/20/19 10:39","331 Cherry St, Seattle, WA 98101",NULL,150.00
176681,"ThinkPad Laptop",1,999.99,"04/20/19 10:39","331 Cherry St, Seattle, WA 98101",NULL,999.99
176682,"Lightning Charging Cable",1,14.95,"04/27/19 06:19","593 Adams St, Boston, MA 02215",NULL,14.95
176683,"AA Batteries (4-pack)",1,3.84,"04-03-2019 13:54","253 Willow St, Los Angeles, CA 90001",NULL,3.84
176684,"USB-C Charging Cable",1,11.95,"04/17/19 00:51","293 Washington St, Los Angeles, CA 90001",NULL,11.95
176685,"34in Ultrawide Monitor",1,379.99,"04/23/19 22:53","114 10th St, New York City, NY 10001",NULL,379.99
176686,"Wired Headphones",1,11.99,"04/17/19 15:17","892 10th St, Austin, TX 73301",NULL,11.99
176687,"Macbook Pro Laptop",1,1700,"04/30/19 10:26","121 Wilson St, Los Angeles, CA 90001",NULL,1700.00
176688,"Flatscreen TV",1,300,"04/20/19 18:25","229 Church St, San Francisco, CA 94016",NULL,300.00
176689,"Bose SoundSport Headphones",1,99.99,"04/24/19 17:15","659 Lincoln St, New York City, NY 10001",NULL,99.99
176689,"AAA Batteries (4-pack)",2,2.99,"04/24/19 17:15","659 Lincoln St, New York City, NY 10001",NULL,5.98
176690,"20in Monitor",1,109.99,"04-04-2019 18:33","873 Sunset St, San Francisco, CA 94016",NULL,109.99
176691,"AAA Batteries (4-pack)",1,2.99,"04-12-2019 11:57","991 Lincoln St, Los Angeles, CA 90001",NULL,2.99
176692,"Wired Headphones",1,11.99,"04-08-2019 18:21","290 Forest St, San Francisco, CA 94016",NULL,11.99
176693,"AA Batteries (4-pack)",1,3.84,"04/22/19 09:00","252 Walnut St, San Francisco, CA 94016",NULL,3.84
176694,"USB-C Charging Cable",1,11.95,"04-05-2019 20:46","985 Washington St, Atlanta, GA 30301",NULL,11.95
176695,"AA Batteries (4-pack)",2,3.84,"04-12-2019 20:50","709 Lake St, Seattle, WA 98101",NULL,7.68
176696,iPhone,1,700,"04-07-2019 12:41","343 Johnson St, New York City, NY 10001",NULL,700.00
176697,"Wired Headphones",1,11.99,"04/20/19 22:38","675 Center St, New York City, NY 10001",NULL,11.99
176698,"Bose SoundSport Headphones",1,99.99,"04-02-2019 16:15","232 Lakeview St, San Francisco, CA 94016",NULL,99.99
176699,"Bose SoundSport Headphones",1,99.99,"04/28/19 18:04","49 Jefferson St, Boston, MA 02215",NULL,99.99
176700,"34in Ultrawide Monitor",1,379.99,"04-07-2019 23:10","967 Walnut St, Dallas, TX 75001",NULL,379.99
176701,"USB-C Charging Cable",1,11.95,"04-11-2019 13:05","128 Church St, Austin, TX 73301",NULL,11.95
176702,"AA Batteries (4-pack)",1,3.84,"04/23/19 19:44","896 Sunset St, Seattle, WA 98101",NULL,3.84
176703,"20in Monitor",1,109.99,"04/17/19 10:00","748 Washington St, New York City, NY 10001",NULL,109.99
176704,"AA Batteries (4-pack)",2,3.84,"04/17/19 10:00","909 Center St, Seattle, WA 98101",NULL,7.68
176705,"Lightning Charging Cable",2,14.95,"04-06-2019 09:38","503 8th St, Austin, TX 73301",NULL,29.90
176706,"Lightning Charging Cable",1,14.95,"04/13/19 13:32","309 South St, New York City, NY 10001",NULL,14.95
176707,"Apple Airpods Headphones",1,150,"04/13/19 10:34","408 Center St, Portland, OR 97035",NULL,150.00
176708,"Wired Headphones",1,11.99,"04/28/19 23:03","542 Ridge St, New York City, NY 10001",NULL,11.99
176709,"AA Batteries (4-pack)",1,3.84,"04/24/19 14:17","971 Church St, Dallas, TX 75001",NULL,3.84
176710,"20in Monitor",2,109.99,"04-07-2019 10:00","848 West St, Dallas, TX 75001",NULL,219.98
176711,"Flatscreen TV",1,300,"04/30/19 10:58","796 River St, Dallas, TX 75001",NULL,300.00
176712,"Google Phone",1,600,"04/20/19 05:21","910 Washington St, San Francisco, CA 94016",NULL,600.00
176713,"Wired Headphones",1,11.99,"04/21/19 10:48","498 Walnut St, San Francisco, CA 94016",NULL,11.99
176714,"USB-C Charging Cable",1,11.95,"04/26/19 23:34","303 Spruce St, Los Angeles, CA 90001",NULL,11.95
176715,"Apple Airpods Headphones",1,150,"04/27/19 16:43","258 Jefferson St, San Francisco, CA 94016",NULL,150.00
176716,"Wired Headphones",1,11.99,"04/24/19 14:43","794 7th St, Los Angeles, CA 90001",NULL,11.99
176717,"Apple Airpods Headphones",1,150,"04/19/19 10:34","490 Lakeview St, Atlanta, GA 30301",NULL,150.00
176718,"Lightning Charging Cable",1,14.95,"04/22/19 19:14","672 Sunset St, Los Angeles, CA 90001",NULL,14.95
176719,"Flatscreen TV",1,300,"04/27/19 13:07","602 Hickory St, Boston, MA 02215",NULL,300.00
176720,"Lightning Charging Cable",1,14.95,"04/21/19 10:35","556 South St, Portland, OR 97035",NULL,14.95
176721,"AAA Batteries (4-pack)",1,2.99,"04/26/19 21:08","469 7th St, San Francisco, CA 94016",NULL,2.99
176722,"27in 4K Gaming Monitor",1,389.99,"04-01-2019 10:57","209 14th St, New York City, NY 10001",NULL,389.99
176723,"27in 4K Gaming Monitor",1,389.99,"04/19/19 21:31","613 12th St, Portland, OR 97035",NULL,389.99
176724,"Lightning Charging Cable",1,14.95,"04/26/19 20:59","34 12th St, San Francisco, CA 94016",NULL,14.95
176725,"AA Batteries (4-pack)",2,3.84,"04/15/19 14:33","630 14th St, San Francisco, CA 94016",NULL,7.68
176726,"USB-C Charging Cable",1,11.95,"04/13/19 18:14","979 8th St, Los Angeles, CA 90001",NULL,11.95
176727,"Lightning Charging Cable",1,14.95,"04/14/19 14:26","218 Hickory St, Los Angeles, CA 90001",NULL,14.95
176728,"Lightning Charging Cable",1,14.95,"04/21/19 07:38","516 Park St, Atlanta, GA 30301",NULL,14.95
176729,"USB-C Charging Cable",1,11.95,"04/24/19 09:57","637 9th St, Seattle, WA 98101",NULL,11.95
176730,"Bose SoundSport Headphones",1,99.99,"04/17/19 08:27","403 Ridge St, New York City, NY 10001",NULL,99.99
176731,"AAA Batteries (4-pack)",2,2.99,"04/21/19 16:17","36 Lincoln St, San Francisco, CA 94016",NULL,5.98
176732,iPhone,1,700,"04/23/19 09:33","504 Wilson St, Dallas, TX 75001",NULL,700.00
176733,"20in Monitor",1,109.99,"04-11-2019 13:31","575 Hickory St, San Francisco, CA 94016",NULL,109.99
176734,"Apple Airpods Headphones",1,150,"04-03-2019 22:13","611 Jackson St, New York City, NY 10001",NULL,150.00
176735,"27in FHD Monitor",1,149.99,"04/16/19 23:52","802 Ridge St, Austin, TX 73301",NULL,149.99
176736,"AA Batteries (4-pack)",1,3.84,"04/17/19 11:48","421 2nd St, Los Angeles, CA 90001",NULL,3.84
176737,"Apple Airpods Headphones",1,150,"04-07-2019 01:28","109 Center St, Los Angeles, CA 90001",NULL,150.00
176738,"AA Batteries (4-pack)",1,3.84,"04-03-2019 13:17","661 Center St, San Francisco, CA 94016",NULL,3.84
176739,"34in Ultrawide Monitor",1,379.99,"04-05-2019 17:38","730 6th St, Austin, TX 73301",NULL,379.99
176739,"Google Phone",1,600,"04-05-2019 17:38","730 6th St, Austin, TX 73301",NULL,600.00
176740,"Bose SoundSport Headphones",1,99.99,"04/24/19 15:10","699 Washington St, Dallas, TX 75001",NULL,99.99
176741,"USB-C Charging Cable",1,11.95,"04/29/19 18:49","990 Ridge St, San Francisco, CA 94016",NULL,11.95
176742,"Wired Headphones",1,11.99,"04/17/19 09:54","115 Forest St, Los Angeles, CA 90001",NULL,11.99
176743,"27in 4K Gaming Monitor",1,389.99,"04-01-2019 09:17","570 11th St, Atlanta, GA 30301",NULL,389.99
176744,"Lightning Charging Cable",1,14.95,"04/14/19 19:59","937 Maple St, Los Angeles, CA 90001",NULL,14.95
176745,"Wired Headphones",1,11.99,"04/24/19 09:23","461 Adams St, Los Angeles, CA 90001",NULL,11.99
176746,"27in 4K Gaming Monitor",1,389.99,"04-08-2019 19:04","638 Park St, Seattle, WA 98101",NULL,389.99
176747,"Macbook Pro Laptop",1,1700,"04/27/19 15:04","645 7th St, San Francisco, CA 94016",NULL,1700.00
176748,"Flatscreen TV",1,300,"04/24/19 15:28","339 13th St, Boston, MA 02215",NULL,300.00
176749,"ThinkPad Laptop",1,999.99,"04/26/19 07:55","322 Adams St, Seattle, WA 98101",NULL,999.99
176750,"AA Batteries (4-pack)",1,3.84,"04/13/19 23:52","255 Cedar St, Austin, TX 73301",NULL,3.84
176751,"AAA Batteries (4-pack)",1,2.99,"04/18/19 13:01","258 4th St, San Francisco, CA 94016",NULL,2.99
176752,"AA Batteries (4-pack)",1,3.84,"04/13/19 23:59","665 Wilson St, San Francisco, CA 94016",NULL,3.84
176753,"USB-C Charging Cable",1,11.95,"04-01-2019 23:07","496 Adams St, Atlanta, GA 30301",NULL,11.95
176754,"34in Ultrawide Monitor",1,379.99,"04-02-2019 17:07","288 Forest St, Los Angeles, CA 90001",NULL,379.99
176755,"27in 4K Gaming Monitor",1,389.99,"04-09-2019 16:21","825 Madison St, Seattle, WA 98101",NULL,389.99
176756,"27in FHD Monitor",1,149.99,"04-05-2019 17:06","348 Lake St, New York City, NY 10001",NULL,149.99
176757,"AA Batteries (4-pack)",1,3.84,"04-11-2019 20:28","79 Hickory St, Portland, OR 97035",NULL,3.84
176758,"34in Ultrawide Monitor",1,379.99,"04/18/19 21:26","166 Highland St, San Francisco, CA 94016",NULL,379.99
176759,"Lightning Charging Cable",1,14.95,"04-06-2019 12:46","864 Main St, Los Angeles, CA 90001",NULL,14.95
176760,"Wired Headphones",1,11.99,"04-02-2019 20:32","813 Highland St, San Francisco, CA 94016",NULL,11.99
176761,"Apple Airpods Headphones",1,150,"04/26/19 20:00","830 2nd St, San Francisco, CA 94016",NULL,150.00
176762,"AA Batteries (4-pack)",1,3.84,"04/18/19 14:06","977 1st St, Seattle, WA 98101",NULL,3.84
176763,"USB-C Charging Cable",1,11.95,"04/25/19 13:36","638 Johnson St, San Francisco, CA 94016",NULL,11.95
176764,"Wired Headphones",1,11.99,"04/16/19 19:52","652 Center St, Atlanta, GA 30301",NULL,11.99
176765,"USB-C Charging Cable",1,11.95,"04/14/19 20:44","729 Ridge St, San Francisco, CA 94016",NULL,11.95
176766,"AA Batteries (4-pack)",2,3.84,"04/21/19 19:52","84 Johnson St, Boston, MA 02215",NULL,7.68
176767,"27in 4K Gaming Monitor",1,389.99,"04-09-2019 14:18","205 4th St, Atlanta, GA 30301",NULL,389.99
176768,"Wired Headphones",1,11.99,"04-04-2019 00:03","643 Spruce St, Los Angeles, CA 90001",NULL,11.99
176769,"AA Batteries (4-pack)",1,3.84,"04/29/19 14:14","206 10th St, San Francisco, CA 94016",NULL,3.84
176770,"Wired Headphones",1,11.99,"04-08-2019 17:38","345 Church St, San Francisco, CA 94016",NULL,11.99
176771,"Lightning Charging Cable",1,14.95,"04/24/19 17:40","403 11th St, New York City, NY 10001",NULL,14.95
176772,"AA Batteries (4-pack)",1,3.84,"04-10-2019 21:48","426 14th St, New York City, NY 10001",NULL,3.84
176773,"AAA Batteries (4-pack)",2,2.99,"04/25/19 20:07","30 9th St, Portland, ME 04101",NULL,5.98
176774,"Lightning Charging Cable",1,14.95,"04/25/19 15:06","372 Church St, Los Angeles, CA 90001",NULL,14.95
176774,"USB-C Charging Cable",1,11.95,"04/25/19 15:06","372 Church St, Los Angeles, CA 90001",NULL,11.95
176775,"USB-C Charging Cable",2,11.95,"04-01-2019 20:56","975 Forest St, San Francisco, CA 94016",NULL,23.90
176776,"Bose SoundSport Headphones",1,99.99,"04/24/19 23:28","613 Washington St, Seattle, WA 98101",NULL,99.99
176777,"Apple Airpods Headphones",1,150,"04/14/19 16:53","163 Jackson St, Portland, OR 97035",NULL,150.00
176778,"34in Ultrawide Monitor",1,379.99,"04-12-2019 17:46","201 Madison St, San Francisco, CA 94016",NULL,379.99
176779,"27in FHD Monitor",1,149.99,"04-04-2019 16:46","351 Park St, Atlanta, GA 30301",NULL,149.99
176780,"Lightning Charging Cable",1,14.95,"04/18/19 23:51","52 Walnut St, New York City, NY 10001",NULL,14.95
176781,iPhone,1,700,"04-03-2019 07:37","976 Hickory St, Dallas, TX 75001",NULL,700.00
176781,"Lightning Charging Cable",1,14.95,"04-03-2019 07:37","976 Hickory St, Dallas, TX 75001",NULL,14.95
176782,"Apple Airpods Headphones",1,150,"04/22/19 13:42","993 13th St, San Francisco, CA 94016",NULL,150.00
176783,"Apple Airpods Headphones",1,150,"04-05-2019 11:40","926 North St, San Francisco, CA 94016",NULL,150.00
176784,"AAA Batteries (4-pack)",1,2.99,"04-08-2019 10:14","725 Madison St, Los Angeles, CA 90001",NULL,2.99
176785,"Bose SoundSport Headphones",1,99.99,"04-03-2019 15:39","533 Ridge St, Los Angeles, CA 90001",NULL,99.99
